,patnum,patnum_kpss,ptype,applnum,ee_number,ee_name,ee_role,ee_role_desc,ee_country,ee_state,ee_city,backward_cites,forward_cites,grantyear,applyear
22530,8318089,8318089,utility,13208452,0,"Johnson & Johnson Vision Care, Inc.",2,United States company or corporation,US,FL,Jacksonville,100,16,2012,2011
22531,9599602,9599602,utility,14435231,0,Board of Supervisors of Louisiana State University and Agricultural and Mechanical College,2,United States company or corporation,US,LA,Baton Rouge,1,1,2017,2013
22536,8424440,8424440,utility,13181835,0,The United States of America as Represented by the Secretary of the Army,6,U.S. Federal government,US,DC,Washington,13,8,2013,2011
22537,8347398,8347398,utility,12927076,0,SavvyStuff Property Trust,2,United States company or corporation,US,MA,Centerville,4,75,2013,2010
22539,9488170,9488170,utility,14298411,0,Hamilton Sundstrand Corporation,2,United States company or corporation,US,NC,Charlotte,6,0,2016,2014
22549,9803303,9803303,utility,14468830,0,"LTK Insulation Technologies, Co. Inc.",2,United States company or corporation,US,NH,Bow,36,1,2017,2014
22550,9385444,9385444,utility,14132924,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,3,2,2016,2013
22556,9015423,9015423,utility,13523567,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,10,0,2015,2012
22560,9798596,9798596,utility,14274439,0,"Commvault Systems, Inc.",2,United States company or corporation,US,NJ,Tinton Falls,126,4,2017,2014
22566,9092459,9092459,utility,14062350,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,7,1,2015,2013
22567,9744365,9744365,utility,12986683,0,"Medtronic, Inc.",2,United States company or corporation,US,MN,Minneapolis,19,2,2017,2011
22572,10186760,10186760,utility,14861977,0,TC1 LLC,2,United States company or corporation,US,MN,St. Paul,138,1,2019,2015
22576,10218080,10218080,utility,15265518,0,Verizon Patent and Licensing Inc.,2,United States company or corporation,US,NJ,Basking Ridge,0,0,2019,2016
22577,7915462,7915462,utility,12684221,0,"Synfuels International, Inc.",2,United States company or corporation,US,TX,Dallas,3,50,2011,2010
22579,10460308,10460308,utility,14824746,0,"AT&T INTELLECTUAL PROPERTY I, L.P",2,United States company or corporation,US,GA,Atlanta,48,0,2019,2015
22587,9977492,9977492,utility,13706814,0,"MICROSOFT TECHNOLOGY LICENSING, LLC",2,United States company or corporation,US,WA,Redmond,5,0,2018,2012
22589,10034132,10034132,utility,15183852,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,4,2,2018,2016
22592,9408901,9408901,utility,14076034,0,"TAKEDA VACCINES, INC",2,United States company or corporation,US,IL,Deerfield,0,0,2016,2013
22593,8604172,8604172,utility,12761584,0,"Lpath, Inc.",2,United States company or corporation,US,CA,San Diego,28,1,2013,2010
22595,8636243,8636243,utility,13580532,0,Textron Innovations Inc.,2,United States company or corporation,US,RI,Providence,4,7,2014,2010
22596,9714443,9714443,utility,13679328,0,California Institute of Technology,2,United States company or corporation,US,CA,Pasadena,322,0,2017,2012
22599,9330430,9330430,utility,13052436,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,6,0,2016,2011
22602,9991696,9991696,utility,14331678,0,Progress Rail Services Corporation,2,United States company or corporation,US,AL,Albertville,10,0,2018,2014
22604,10389098,10389098,utility,15640657,0,HUBBELL INCORPORATED,2,United States company or corporation,US,CT,Shelton,41,1,2019,2017
22608,8595419,8595419,utility,13182234,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,468,58,2013,2011
22617,10235688,10235688,utility,13244605,0,FIRST DATA CORPORATION,2,United States company or corporation,US,CO,Greenwood Village,5,0,2019,2011
22621,9183198,9183198,utility,13847288,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,3,19,2015,2013
22623,8821071,8821071,utility,13277755,0,ConocoPhillips Company,2,United States company or corporation,US,TX,Houston,4,1,2014,2011
22626,9716636,9716636,utility,13859510,0,"CISCO TECHNOLOGY, INC.",2,United States company or corporation,US,CA,San Jose,10,0,2017,2013
22629,8739756,8739756,utility,13069461,0,GM Global Technology Operations LLC,2,United States company or corporation,US,MI,Detroit,2,0,2014,2011
22631,9657038,9657038,utility,14437769,0,3M Innovative Properties Company,2,United States company or corporation,US,MN,St. Paul,8,1,2017,2013
22634,9037512,9037512,utility,12979450,0,EMC Corporation,2,United States company or corporation,US,MA,Hopkinton,0,1,2015,2010
22635,8991290,8991290,utility,14147042,0,"Eagle International, Inc.",2,United States company or corporation,US,SD,Dakota Dunes,42,0,2015,2014
22637,9351037,9351037,utility,13730530,0,"Turner Broadcasting System, Inc.",2,United States company or corporation,US,GA,Atlanta,65,1,2016,2012
22639,10169693,10169693,utility,14595158,0,DYNAMICS INC.,2,United States company or corporation,US,PA,Pittsburgh,143,1,2019,2015
22644,9757428,9757428,utility,14912098,0,University of Rochester,2,United States company or corporation,US,NY,Rochester,0,1,2017,2014
22646,9821903,9821903,utility,14330824,0,The Boeing Company,2,United States company or corporation,US,IL,Chicago,55,0,2017,2014
22648,8834767,8834767,utility,13363371,0,"Giovanni Holdings, LLC",2,United States company or corporation,US,UT,Lindon,23,0,2014,2012
22649,8654616,8654616,utility,13298447,0,"Visilert, L.L.C.",2,United States company or corporation,US,OH,Wadsworth,7,1,2014,2011
22657,10211663,10211663,utility,15082935,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,11,0,2019,2016
22659,8829343,8829343,utility,13627002,0,"DT Search and Designs, LLC",2,United States company or corporation,US,MO,St. Joseph,21,0,2014,2012
22660,10321202,10321202,utility,15490676,0,Google LLC,2,United States company or corporation,US,CA,Mountain View,30,0,2019,2017
22663,9924350,9924350,utility,14930241,0,"InterDigital Patent Holdings, Inc.",2,United States company or corporation,US,DE,Wilmington,3,1,2018,2015
22664,9816443,9816443,utility,15337171,0,UNITED TECHNOLOGIES CORPORATION,2,United States company or corporation,US,CT,Farmington,56,0,2017,2016
22667,7940028,7940028,utility,12951010,0,"Tesla Motors, Inc.",2,United States company or corporation,US,CA,Palo Alto,2,16,2011,2010
22672,10114482,10114482,utility,15226658,0,"Microsoft Technology Licensing, LLC",2,United States company or corporation,US,WA,Redmond,6,0,2018,2016
22673,9631887,9631887,utility,14962351,0,"F.J. Feddersen, Inc.",2,United States company or corporation,US,TN,Loudon,2,0,2017,2015
22678,9891201,9891201,utility,14427248,0,"Mars, Incorporated",2,United States company or corporation,US,VA,McLean,5,0,2018,2013
22681,8874085,8874085,utility,13947168,0,"AT&T Intellectual Property I, L.P.",2,United States company or corporation,US,GA,Atlanta,2,0,2014,2013
22682,9455033,9455033,utility,14986329,0,"MICRON TECHNOLOGY, INC.",2,United States company or corporation,US,ID,Boise,1,0,2016,2015
22684,9022444,9022444,utility,13898327,0,"Western Digital Technologies, Inc.",2,United States company or corporation,US,CA,Irvine,145,0,2015,2013
22687,9990514,9990514,utility,15446179,0,"MICROSOFT TECHNOLOGY LICENSING, LLC",2,United States company or corporation,US,WA,Redmond,3,0,2018,2017
22688,10067831,10067831,utility,14325433,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,48,0,2018,2014
22693,8091919,8091919,utility,12845681,0,TK Holdings Inc.,2,United States company or corporation,US,MI,Auburn Hills,29,0,2012,2010
22696,8954613,8954613,utility,13112362,0,"Solarflare Communications, Inc.",2,United States company or corporation,US,CA,Irvine,71,0,2015,2011
22701,9452955,9452955,utility,14184099,0,Lummus Technology Inc.,2,United States company or corporation,US,NJ,Bloomfield,23,7,2016,2014
22703,8670615,8670615,utility,12924705,0,"FlashFoto, Inc.",2,United States company or corporation,US,CA,Oakland,28,1,2014,2010
22705,10187738,10187738,utility,14699391,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,0,0,2019,2015
22710,8941495,8941495,utility,13493627,0,"Checkpoint Systems, Inc.",2,United States company or corporation,US,NJ,Thorofare,19,8,2015,2012
22712,10157838,10157838,utility,15824916,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,17,0,2018,2017
22713,9732150,9732150,utility,14212104,0,ALDERBIO HOLDINGS LLC,2,United States company or corporation,US,NV,Las Vegas,5,0,2017,2014
22717,9164604,9164604,utility,14076892,0,Atmel Corporation,2,United States company or corporation,US,CA,San Jose,14,1,2015,2013
22721,9425187,9425187,utility,14724267,0,The United States of America as represented by the Secretary of the Navy,6,U.S. Federal government,US,DC,Washington,5,0,2016,2015
22722,9235782,9235782,utility,13726390,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,4,5,2016,2012
22729,10093321,10093321,utility,15467141,0,"Mitsubishi Electric Research Laboratories, Inc.",2,United States company or corporation,US,MA,Cambridge,1,0,2018,2017
22730,9969654,9969654,utility,14601520,0,UNITED TECHNOLOGIES CORPORATION,2,United States company or corporation,US,CT,Farmington,12,1,2018,2015
22733,10365673,10365673,utility,15699574,0,Dolby Laboratories Licensing Corporation,2,United States company or corporation,US,CA,San Francisco,10,0,2019,2017
22736,8554587,8554587,utility,13346097,0,Progressive Casualty Insurance Company,2,United States company or corporation,US,OH,Mayfield Village,3,95,2013,2012
22738,10360412,10360412,utility,15914287,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,3,0,2019,2018
22739,10381170,10381170,utility,15473052,0,GM Global Technology Operations LLC,2,United States company or corporation,US,MI,Detroit,9,1,2019,2017
22740,9838971,9838971,utility,15252280,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,12,0,2017,2016
22743,10258373,10258373,utility,14458911,0,Cook Medical Technologies LLC,2,United States company or corporation,US,IN,Bloomington,70,0,2019,2014
22746,9599786,9599786,utility,14141148,0,"Thorlabs, Inc.",2,United States company or corporation,US,NJ,Newton,9,0,2017,2013
22748,10487360,10487360,utility,15093456,1,The Department of Veterans Affairs,6,U.S. Federal government,US,DC,Washington,0,0,2019,2016
22753,10425285,10425285,utility,14977838,0,CenturyLink Intellectual Property LLC,2,United States company or corporation,US,CO,Broomfield,0,0,2019,2015
22759,8707285,8707285,utility,12982995,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,9,0,2014,2010
22760,8990982,8990982,utility,14085827,0,Invacare Corporation,2,United States company or corporation,US,OH,Elyria,36,1,2015,2013
22763,10001619,10001619,utility,15452016,0,3M Innovative Properties Company,2,United States company or corporation,US,MN,St. Paul,8,1,2018,2017
22764,8950242,8950242,utility,13292490,0,The Boeing Company,2,United States company or corporation,US,IL,Chicago,13,0,2015,2011
22766,10205913,10205913,utility,14853914,0,Master Lock Company LLC,2,United States company or corporation,US,WI,Oak Creek,1,2,2019,2015
22768,9896054,9896054,utility,15008703,0,"Toyota Motor Engineering & Manufacturing North America, Inc.",2,United States company or corporation,US,KY,Erlanger,11,0,2018,2016
22769,10173784,10173784,utility,15132300,0,"The United States of America, as represented by the Secretary of the Navy",2,United States company or corporation,US,DC,Washington,2,0,2019,2016
22775,8364504,8364504,utility,13040367,0,Walgreen Co.,2,United States company or corporation,US,IL,Deerfield,62,5,2013,2011
22777,9142830,9142830,utility,13234209,0,GM Global Technology Operations LLC,2,United States company or corporation,US,MI,Detroit,0,30,2015,2011
22782,10165698,10165698,utility,15350436,0,"KIMTRON, INC.",2,United States company or corporation,US,CT,Oxford,22,0,2018,2016
22783,9594937,9594937,utility,14630436,0,"Electro Scientific Industries, Inc.",2,United States company or corporation,US,OR,Portland,22,0,2017,2015
22785,10435092,10435092,utility,15724409,0,"The Charles Machine Works, Inc.",2,United States company or corporation,US,OK,Perry,8,0,2019,2017
22791,9319887,9319887,utility,14095913,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,66,2,2016,2013
22792,8102723,8102723,utility,12960291,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,3,0,2012,2010
22793,9942610,9942610,utility,15188338,0,"Rovi Guides, Inc.",2,United States company or corporation,US,CA,San Jose,7,1,2018,2016
22794,10326638,10326638,utility,14351258,0,Hewlett Packard Enterprise Development LP,2,United States company or corporation,US,TX,Houston,0,0,2019,2011
22798,8941395,8941395,utility,12767884,0,3M Innovative Properties Company,2,United States company or corporation,US,MN,St. Paul,16,5,2015,2010
22802,10349303,10349303,utility,15795960,0,"Disney Enterprises, Inc.",2,United States company or corporation,US,CA,Burbank,0,0,2019,2017
22803,8403597,8403597,utility,12661643,0,Closureturf LLC,2,United States company or corporation,US,GA,Alpharetta,21,4,2013,2010
22805,8635084,8635084,utility,12977220,0,Innovation Specialists LLC,2,United States company or corporation,US,TX,Houston,1,2,2014,2010
22813,10094477,10094477,utility,15266285,0,VAG - ARMATUREN GMBH,2,United States company or corporation,US,GA,Mannheim,7,0,2018,2016
22814,8863700,8863700,utility,13666226,0,Afton Chemical Corporation,2,United States company or corporation,US,VA,Richmond,23,2,2014,2012
22816,9771796,9771796,utility,14397260,0,"Halliburton Energy Services, Inc.",2,United States company or corporation,US,TX,Houston,21,0,2017,2013
22821,9442950,9442950,utility,14526612,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,4,0,2016,2014
22822,10123538,10123538,utility,13853351,0,MONSANTO TECHNOLOGY LLC,2,United States company or corporation,US,MO,St. Louis,16,0,2018,2013
22824,9371994,9371994,utility,14203539,0,CLEARSIGN COMBUSTION CORPORATION,2,United States company or corporation,US,WA,Seattle,13,29,2016,2014
22826,8980185,8980185,utility,13818569,1,Washington University,2,United States company or corporation,US,MO,St. Louis,4,0,2015,2011
22827,8569544,8569544,utility,12858779,0,Emcure Pharmaceuticals Limited,3,Foreign company or corporation,IN,,Pune,4,0,2013,2010
22829,9274093,9274093,utility,13973567,0,"Savannah River Nuclear Solutions, LLC",2,United States company or corporation,US,SC,Aiken,1,0,2016,2013
22832,8988118,8988118,utility,14148448,0,"PMC-Sierra, Inc.",2,United States company or corporation,US,CA,Sunnyvale,3,0,2015,2014
22837,10442542,10442542,utility,15176765,1,Rolls-Royce Corporation,2,United States company or corporation,US,IN,Indianapolis,21,0,2019,2016
22838,10244013,10244013,utility,15835750,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,7,0,2019,2017
22840,9360899,9360899,utility,14170909,0,"Adtran, Inc.",2,United States company or corporation,US,AL,Huntsville,4,0,2016,2014
22851,7926453,7926453,utility,12657779,0,Chevron Oronite Company LLC,2,United States company or corporation,US,CA,San Ramon,6,3,2011,2010
22854,9298764,9298764,utility,13874643,0,ORACLE INTERNATIONAL CORPORATION,2,United States company or corporation,US,CA,Redwood Shores,0,0,2016,2013
22855,9637307,9637307,utility,14158600,0,Spokane Industries,2,United States company or corporation,US,WA,Spokane,56,0,2017,2014
22859,8935777,8935777,utility,13768336,0,Ebay Inc.,2,United States company or corporation,US,CA,San Jose,3,7,2015,2013
22861,9944116,9944116,utility,13835419,0,"Phoenix U.S.A., Inc.",2,United States company or corporation,US,TN,Cookeville,53,0,2018,2013
22862,8754566,8754566,utility,12970336,0,Nidec Motor Corporation,2,United States company or corporation,US,MO,St. Louis,9,0,2014,2010
22873,8973400,8973400,utility,13268065,0,Johns Manville,2,United States company or corporation,US,CO,Denver,229,26,2015,2011
22874,9140769,9140769,utility,13509085,0,The Johns Hopkins University,2,United States company or corporation,US,MD,Baltimore,4,3,2015,2010
22883,10239947,10239947,utility,15657471,0,"Genentech, Inc.",2,United States company or corporation,US,CA,South San Francisco,1,0,2019,2017
22887,10471166,10471166,utility,15689709,0,"i 2 Air Fluid Innovation, Inc.",2,United States company or corporation,US,NY,Huntington Station,3,0,2019,2017
22888,8990853,8990853,utility,13833760,0,"Tribune Broadcasting Company, LLC",2,United States company or corporation,US,IL,Chicago,0,0,2015,2013
22890,9670367,9670367,utility,14325261,0,"E INK CALIFORNIA, LLC",2,United States company or corporation,US,CA,Fremont,6,1,2017,2014
22893,9022255,9022255,utility,14537579,0,"IESW Associates, Trustee for Instant eye-sealing weapon CRT Trust",2,United States company or corporation,US,VA,Manassas,18,3,2015,2014
22898,9732574,9732574,utility,14548884,0,"Impact Selector International, Inc.",2,United States company or corporation,US,LA,Houma,2,0,2017,2014
22899,10299198,10299198,utility,15903884,0,"Futurewei Technologies, Inc.",2,United States company or corporation,US,TX,Plano,7,2,2019,2018
22900,9476635,9476635,utility,14314472,0,"Haier US Appliance Solutions, Inc.",2,United States company or corporation,US,DE,Wilmington,1,0,2016,2014
22903,9078662,9078662,utility,13540850,0,"Ethicon Endo-Surgery, Inc.",2,United States company or corporation,US,OH,Cincinnati,1162,17,2015,2012
22905,10152603,10152603,utility,15799764,0,Google LLC,2,United States company or corporation,US,CA,Mountain View,18,0,2018,2017
22907,8589733,8589733,utility,12856326,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,15,3,2013,2010
22908,8424966,8424966,utility,12876442,0,"Lane Furniture Industries, Inc.",2,United States company or corporation,US,MS,Tupelo,22,0,2013,2010
22917,8154653,8154653,utility,12773327,0,"Chapman/Leonard Studio Equipment, Inc",2,United States company or corporation,US,CA,North Hollywood,1,2,2012,2010
22918,9064659,9064659,utility,13795091,0,"Sensata Technologies Massachusetts, Inc.",2,United States company or corporation,US,MA,Attleboro,6,0,2015,2013
22921,8403412,8403412,utility,13038935,0,Nightgear LLC.,2,United States company or corporation,US,NY,New York,24,1,2013,2011
22922,10122153,10122153,utility,15249614,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,10,0,2018,2016
22925,8209215,8209215,utility,12822840,0,"IMDb.com, Inc.",2,United States company or corporation,US,WA,Seattle,1,0,2012,2010
22928,10256708,10256708,utility,15272899,0,General Electric Company,2,United States company or corporation,US,NY,Schenectady,3,0,2019,2016
22947,9965754,9965754,utility,14733917,0,GOOGLE LLC,2,United States company or corporation,US,CA,Mountain View,4,1,2018,2015
22950,10319855,10319855,utility,15714491,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,3,0,2019,2017
22951,8772601,8772601,utility,13898347,1,"Stine Seed Farm, Inc.",2,United States company or corporation,US,IA,Adel,16,2,2014,2013
22962,9553698,9553698,utility,14443005,0,Panasonic Intellectual Property Corporation of America,2,United States company or corporation,US,CA,Torrance,0,0,2017,2013
22964,9470430,9470430,utility,14155225,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,32,1,2016,2014
22965,9567831,9567831,utility,14219658,0,"Downhole Innovations, LLC",2,United States company or corporation,US,TX,Houston,2,0,2017,2014
22970,8512950,8512950,utility,13187190,0,Saint Louis University,2,United States company or corporation,US,MO,St. Louis,3,0,2013,2011
22971,9726844,9726844,utility,14621180,0,"Labor Saving Devices, Inc.",2,United States company or corporation,US,CO,Commerce City,18,0,2017,2015
22972,8990102,8990102,utility,12791564,0,"Home Producers Network, LLC",2,United States company or corporation,US,NY,Southampton,101,1,2015,2010
22974,7982300,7982300,utility,12731970,0,"Aprolase Development Co., LLC",2,United States company or corporation,US,DE,Wilmington,33,1,2011,2010
22977,8528650,8528650,utility,13034534,0,GE Oil & Gas Pressure Control LP,2,United States company or corporation,US,TX,Houston,2,10,2013,2011
22980,10489864,10489864,utility,15061223,0,"JPMORGAN CHASE BANK, N.A.",2,United States company or corporation,US,NY,New York,0,2,2019,2016
22984,10458259,10458259,utility,15152887,0,General Electric Company,2,United States company or corporation,US,NY,Schenectady,26,0,2019,2016
22988,8343415,8343415,utility,13406299,0,"Saint-Gobain Ceramics & Plastics, Inc.",2,United States company or corporation,US,MA,Worcester,19,0,2013,2012
22996,9623056,9623056,utility,15258811,0,Crestovo LLC,2,United States company or corporation,US,CT,Greenwich,49,24,2017,2016
22999,8832228,8832228,utility,13457368,0,"Seven Networks, Inc.",2,United States company or corporation,US,CA,San Carlos,638,7,2014,2012
23000,9345525,9345525,utility,14547469,0,"Zimmer, Inc.",2,United States company or corporation,US,IN,Warsaw,10,0,2016,2014
23003,9422557,9422557,utility,13612941,0,Monsanto Technology LLC,2,United States company or corporation,US,MO,St. Louis,219,16,2016,2012
23010,9877828,9877828,utility,14709909,0,"JENAVALVE TECHNOLOGY, INC.",2,United States company or corporation,US,CA,Irvine,118,2,2018,2015
23011,10419529,10419529,utility,16182288,0,VISA INTERNATIONAL SERVICE ASSOCIATION,2,United States company or corporation,US,CA,San Francisco,520,0,2019,2018
23012,8886501,8886501,utility,13471361,0,NVIDIA Corporation,2,United States company or corporation,US,CA,Santa Clara,21,0,2014,2012
23016,8181373,8181373,utility,13009069,0,"Mesa Digital, LLC",2,United States company or corporation,US,NM,Albuquerque,13,0,2012,2011
23018,9379720,9379720,utility,14715280,0,"XILINX, INC.",2,United States company or corporation,US,CA,San Jose,0,1,2016,2015
23021,10241620,10241620,utility,15422917,0,Tactual Labs Co.,2,United States company or corporation,US,NY,New York,1,0,2019,2017
23023,9063344,9063344,utility,13425747,0,THE BOEING COMPANY,2,United States company or corporation,US,IL,Chicago,5,0,2015,2012
23024,8606407,8606407,utility,13163796,0,"Schneider Electric Buildings, LLC",2,United States company or corporation,US,IL,Palatine,4,5,2013,2011
23026,10128395,10128395,utility,15896449,0,SunPower Corporation,2,United States company or corporation,US,CA,San Jose,35,0,2018,2018
23028,9334264,9334264,utility,13891338,0,AbbVie Inc.,2,United States company or corporation,US,IL,North Chicago,7,0,2016,2013
23033,8289156,8289156,utility,13080309,0,Global Trek Xploration Corp.,2,United States company or corporation,US,CA,Los Angeles,11,3,2012,2011
23037,8333525,8333525,utility,13563269,0,"MSD Consumer Care, Inc.",2,United States company or corporation,US,TN,Memphis,46,9,2012,2012
23038,9932388,9932388,utility,14883574,0,Hemarus Therapeutics Limited,3,Foreign company or corporation,IN,,Hyderabad,18,0,2018,2015
23039,10066550,10066550,utility,14709826,0,"Rolls-Royce North American Technologies, Inc.",2,United States company or corporation,US,IN,Indianapolis,8,0,2018,2015
23041,10113860,10113860,utility,15486146,0,"APPLEJACK 199, L.P.",2,United States company or corporation,US,CA,Milpitas,2,2,2018,2017
23042,9023204,9023204,utility,13510676,0,"Entegris, Inc.",2,United States company or corporation,US,MA,Billerica,4,0,2015,2010
23043,9931150,9931150,utility,15429477,0,"Smith & Nephew, Inc.",2,United States company or corporation,US,TN,Memphis,6,0,2018,2017
23047,8827661,8827661,utility,12975816,0,Thoratec Corporation,2,United States company or corporation,US,CA,Pleasanton,205,11,2014,2010
23054,9621588,9621588,utility,14495631,0,"NETFLIX, INC.",2,United States company or corporation,US,CA,Los Gatos,3,3,2017,2014
23055,10272843,10272843,utility,15454964,0,GM GLOBAL TECHNOLOGY OPERATIONS LLC,2,United States company or corporation,US,MI,Detroit,2,0,2019,2017
23059,8742495,8742495,utility,13793768,0,"Power Integrations, Inc.",2,United States company or corporation,US,CA,San Jose,79,2,2014,2013
23062,9018481,9018481,utility,13363314,0,Monsanto Technology LLC,2,United States company or corporation,US,MO,St. Louis,15,1,2015,2012
23063,10131288,10131288,utility,15176116,0,"Yakima Products, Inc.",2,United States company or corporation,US,OR,Lake Oswego,462,0,2018,2016
23064,10036016,10036016,utility,15021495,0,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,2,United States company or corporation,US,MA,Cambridge,1,0,2018,2014
23067,7904738,7904738,utility,12834607,0,"iGo, Inc.",2,United States company or corporation,US,AZ,Scottsdale,84,5,2011,2010
23068,9231089,9231089,utility,14694359,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,6,2,2016,2015
23070,9993422,9993422,utility,13865286,0,SpecGX LLC,2,United States company or corporation,US,MO,Webster Groves,22,0,2018,2013
23071,8877695,8877695,utility,14073537,0,"Biosynthetic Technologies, LLC",2,United States company or corporation,US,CA,Irvine,20,4,2014,2013
23073,10237913,10237913,utility,15927388,0,"LINK LABS, INC.",2,United States company or corporation,US,MD,Annapolis,18,0,2019,2018
23075,8638839,8638839,utility,13767796,0,"CBF Networks, Inc.",2,United States company or corporation,US,CA,San Jose,190,50,2014,2013
23079,8969731,8969731,utility,14299924,0,"Innova Dynamics, Inc.",2,United States company or corporation,US,CA,San Francisco,28,2,2015,2014
23081,10209617,10209617,utility,15403964,0,EXOGENESIS CORPORATION,2,United States company or corporation,US,MA,Billerica,26,0,2019,2017
23082,10363522,10363522,utility,15913733,0,"IONaer International Arizona, LLC",2,United States company or corporation,US,AZ,Glendale,5,0,2019,2018
23086,8666464,8666464,utility,13430406,0,General Motors LLC,2,United States company or corporation,US,MI,Detroit,7,2,2014,2012
23087,8542122,8542122,utility,13744322,0,Abbott Diabetes Care Inc.,2,United States company or corporation,US,CA,Alameda,994,6,2013,2013
23088,10373345,10373345,utility,15481023,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,2,0,2019,2017
23089,10101784,10101784,utility,15169967,0,Oracle International Corporation,2,United States company or corporation,US,CA,Redwood Shores,3,0,2018,2016
23095,10240079,10240079,utility,15448746,0,Dow Global Technologies LLC,2,United States company or corporation,US,MI,Midland,26,0,2019,2017
23097,8068554,8068554,utility,12715317,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,4,9,2011,2010
23100,8806369,8806369,utility,13333909,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,22,46,2014,2011
23104,8677136,8677136,utility,13326489,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,1,29,2014,2011
23105,9101877,9101877,utility,13453013,0,"Siemens Energy, Inc.",2,United States company or corporation,US,FL,Orlando,14,0,2015,2012
23106,8584394,8584394,utility,13726459,0,"Kruger Optical, Inc.",2,United States company or corporation,US,OR,Sisters,6,3,2013,2012
23110,8814898,8814898,utility,13901338,0,"Allurion Techologies, Inc.",2,United States company or corporation,US,MA,Wellesley,5,6,2014,2013
23127,10019076,10019076,utility,15274334,0,"Microsoft Technology Licensing, LLC",2,United States company or corporation,US,WA,Redmond,6,0,2018,2016
23129,8758448,8758448,utility,13033102,0,"CorMatrix Cardiovascular, Inc.",2,United States company or corporation,US,GA,Roswell,2,7,2014,2011
23130,8984172,8984172,utility,14099752,0,"Concurrent Ventures, LLC",2,United States company or corporation,US,GA,Johns Creek,2,0,2015,2013
23132,8475648,8475648,utility,13159665,0,Chevron U.S.A. Inc.,2,United States company or corporation,US,CA,San Ramon,8,0,2013,2011
23135,8967728,8967728,utility,13104695,0,"Joy MM Delaware, Inc.",2,United States company or corporation,US,DE,Wilmington,17,0,2015,2011
23137,9977233,9977233,utility,14501689,0,"AMAZON TECHNOLOGIES, INC.",2,United States company or corporation,US,WA,Seattle,0,0,2018,2014
23142,9077587,9077587,utility,13959513,0,"Level 3 Communications, LLC",2,United States company or corporation,US,CO,Broomfield,16,0,2015,2013
23144,9310104,9310104,utility,13961884,0,"Quantum Design International, Inc.",2,United States company or corporation,US,CA,San Diego,3,0,2016,2013
23146,9385493,9385493,utility,14682199,0,S&C Electric Company,2,United States company or corporation,US,IL,Chicago,90,4,2016,2015
23148,8758482,8758482,utility,13462432,0,"Rutgers, The State University of New Jersey",2,United States company or corporation,US,NJ,New Brunswick,1,0,2014,2012
23150,10151300,10151300,utility,15263348,0,Lockheed Martin Corporation,2,United States company or corporation,US,MD,Bethesda,13,0,2018,2016
23151,9857997,9857997,utility,14738821,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,3,0,2018,2015
23154,10412142,10412142,utility,15211252,0,"Tribune Broadcasting Company, LLC",2,United States company or corporation,US,IL,Chicago,2,0,2019,2016
23156,8818922,8818922,utility,13171812,0,"NEC Laboratories America, Inc.",2,United States company or corporation,US,NJ,Princeton,1,3,2014,2011
23164,9238458,9238458,utility,14010618,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,4,0,2016,2013
23166,9395088,9395088,utility,13967444,0,General Electric Company,2,United States company or corporation,US,NY,Schenectady,78,1,2016,2013
23167,9102104,9102104,utility,13488768,0,THE BOEING COMPANY,2,United States company or corporation,US,IL,Chicago,2,0,2015,2012
